,attention,meditation,raw_value,timestamp
clip5,34.0,27.0,44,27.210999965667725
clip5,34.0,27.0,80,27.21199989318848
clip5,34.0,27.0,114,27.223000049591064
clip5,34.0,27.0,115,27.223000049591064
clip5,34.0,27.0,102,27.223999977111816
clip5,34.0,27.0,97,27.223999977111816
clip5,34.0,27.0,89,27.22499990463257
clip5,34.0,27.0,83,27.22499990463257
clip5,34.0,27.0,56,27.2260000705719
clip5,34.0,27.0,16,27.2260000705719
clip5,34.0,27.0,-19,27.22699999809265
clip5,34.0,27.0,-39,27.22699999809265
clip5,34.0,27.0,-66,27.24799990653992
clip5,34.0,27.0,-115,27.24799990653992
clip5,34.0,27.0,-147,27.249000072479248
clip5,34.0,27.0,-129,27.249000072479248
clip5,34.0,27.0,-99,27.25
clip5,34.0,27.0,-108,27.25
clip5,34.0,27.0,-136,27.250999927520752
clip5,34.0,27.0,-137,27.250999927520752
clip5,34.0,27.0,-121,27.252000093460083
clip5,34.0,27.0,-110,27.252000093460083
clip5,34.0,27.0,-110,27.263999938964844
clip5,34.0,27.0,-121,27.26500010490417
clip5,34.0,27.0,-125,27.26500010490417
clip5,34.0,27.0,-133,27.266000032424927
clip5,34.0,27.0,-131,27.266000032424927
clip5,34.0,27.0,-105,27.26699995994568
clip5,34.0,27.0,-91,27.26699995994568
clip5,34.0,27.0,-123,27.26799988746643
clip5,34.0,27.0,-157,27.26799988746643
clip5,34.0,27.0,-152,27.26900005340576
clip5,34.0,27.0,-131,27.282000064849854
clip5,34.0,27.0,-124,27.282000064849854
clip5,34.0,27.0,-126,27.282999992370605
clip5,34.0,27.0,-125,27.282999992370605
clip5,34.0,27.0,-121,27.28399991989136
clip5,34.0,27.0,-131,27.28399991989136
clip5,34.0,27.0,-149,27.28500008583069
clip5,34.0,27.0,-118,27.28500008583069
clip5,34.0,27.0,-52,27.28500008583069
clip5,34.0,27.0,-9,27.28600001335144
clip5,34.0,27.0,-25,27.306999921798703
clip5,34.0,27.0,-68,27.306999921798703
clip5,34.0,27.0,-71,27.30800008773804
clip5,34.0,27.0,-26,27.30800008773804
clip5,34.0,27.0,6,27.30900001525879
clip5,34.0,27.0,-1,27.30900001525879
clip5,34.0,27.0,-25,27.30900001525879
clip5,34.0,27.0,-46,27.30999994277954
clip5,34.0,27.0,-50,27.30999994277954
clip5,34.0,27.0,-39,27.311000108718872
clip5,34.0,27.0,-40,27.32100009918213
clip5,34.0,27.0,-61,27.32200002670288
clip5,34.0,27.0,-75,27.322999954223636
clip5,34.0,27.0,-65,27.322999954223636
clip5,34.0,27.0,-34,27.323999881744385
clip5,34.0,27.0,-21,27.323999881744385
clip5,34.0,27.0,-27,27.32500004768372
clip5,34.0,27.0,-19,27.32500004768372
clip5,34.0,27.0,-20,27.32500004768372
clip5,34.0,27.0,-36,27.325999975204468
clip5,34.0,27.0,-36,27.348000049591064
clip5,34.0,27.0,-35,27.348000049591064
clip5,34.0,27.0,-52,27.348999977111816
clip5,34.0,27.0,-76,27.348999977111816
clip5,34.0,27.0,-71,27.34999990463257
clip5,34.0,27.0,-43,27.34999990463257
clip5,34.0,27.0,-39,27.3510000705719
clip5,34.0,27.0,-72,27.3510000705719
clip5,34.0,27.0,-92,27.35199999809265
clip5,34.0,27.0,-92,27.352999925613403
clip5,34.0,27.0,-100,27.36299991607666
clip5,34.0,27.0,-99,27.36299991607666
clip5,34.0,27.0,-74,27.36400008201599
clip5,34.0,27.0,-41,27.365000009536743
clip5,34.0,27.0,-27,27.365000009536743
clip5,34.0,27.0,-22,27.36599993705749
clip5,34.0,27.0,-11,27.36599993705749
clip5,34.0,27.0,6,27.367000102996823
clip5,34.0,27.0,25,27.367000102996823
clip5,34.0,27.0,33,27.367000102996823
clip5,34.0,27.0,43,27.37999987602234
clip5,34.0,27.0,77,27.38100004196167
clip5,34.0,27.0,104,27.38100004196167
clip5,34.0,27.0,87,27.381999969482425
clip5,34.0,27.0,61,27.38299989700317
clip5,34.0,27.0,58,27.38299989700317
clip5,34.0,27.0,64,27.384000062942505
clip5,34.0,27.0,48,27.384999990463257
clip5,34.0,27.0,19,27.384999990463257
clip5,34.0,27.0,13,27.384999990463257
clip5,34.0,27.0,40,27.40499997138977
clip5,34.0,27.0,71,27.40599989891052
clip5,34.0,27.0,93,27.407000064849854
clip5,34.0,27.0,105,27.407000064849854
clip5,34.0,27.0,100,27.407999992370605
clip5,34.0,27.0,82,27.407999992370605
clip5,34.0,27.0,69,27.40899991989136
clip5,34.0,27.0,64,27.40899991989136
clip5,34.0,27.0,45,27.40899991989136
clip5,34.0,27.0,20,27.41000008583069
clip5,34.0,27.0,6,27.436000108718872
clip5,34.0,27.0,9,27.436000108718872
clip5,34.0,27.0,25,27.437000036239624
clip5,34.0,27.0,48,27.437000036239624
clip5,34.0,27.0,66,27.437999963760376
clip5,34.0,27.0,51,27.437999963760376
clip5,34.0,27.0,42,27.438999891281128
clip5,34.0,27.0,43,27.438999891281128
clip5,34.0,27.0,51,27.44000005722046
clip5,34.0,27.0,61,27.453999996185303
clip5,34.0,27.0,70,27.45499992370605
clip5,34.0,27.0,70,27.456000089645386
clip5,34.0,27.0,55,27.456000089645386
clip5,43.0,30.0,45,27.457000017166138
clip5,43.0,30.0,55,27.45799994468689
clip5,43.0,30.0,73,27.45799994468689
clip5,43.0,30.0,86,27.45899987220764
clip5,43.0,30.0,92,27.460000038146973
clip5,43.0,30.0,120,27.460000038146973
clip5,43.0,30.0,136,27.460000038146973
clip5,43.0,30.0,118,27.460999965667725
clip5,43.0,30.0,98,27.460999965667725
clip5,43.0,30.0,91,27.46199989318848
clip5,43.0,30.0,88,27.473000049591064
clip5,43.0,30.0,72,27.473000049591064
clip5,43.0,30.0,55,27.473999977111816
clip5,43.0,30.0,40,27.47499990463257
clip5,43.0,30.0,17,27.47499990463257
clip5,43.0,30.0,-7,27.4760000705719
clip5,43.0,30.0,-17,27.4760000705719
clip5,43.0,30.0,5,27.47699999809265
clip5,43.0,30.0,32,27.47699999809265
clip5,43.0,30.0,55,27.47699999809265
clip5,43.0,30.0,81,27.48900008201599
clip5,43.0,30.0,91,27.490000009536743
clip5,43.0,30.0,100,27.490000009536743
clip5,43.0,30.0,101,27.49099993705749
clip5,43.0,30.0,91,27.49099993705749
clip5,43.0,30.0,101,27.492000102996823
clip5,43.0,30.0,115,27.492000102996823
clip5,43.0,30.0,90,27.493000030517575
clip5,43.0,30.0,52,27.493000030517575
clip5,43.0,30.0,17,27.493000030517575
clip5,43.0,30.0,1,27.513999938964844
clip5,43.0,30.0,25,27.51500010490417
clip5,43.0,30.0,55,27.516000032424927
clip5,43.0,30.0,58,27.516000032424927
clip5,43.0,30.0,72,27.516000032424927
clip5,43.0,30.0,97,27.51699995994568
clip5,43.0,30.0,99,27.51699995994568
clip5,43.0,30.0,84,27.51799988746643
clip5,43.0,30.0,68,27.51799988746643
clip5,43.0,30.0,71,27.51799988746643
clip5,43.0,30.0,65,27.52900004386902
clip5,43.0,30.0,37,27.52900004386902
clip5,43.0,30.0,36,27.52999997138977
clip5,43.0,30.0,57,27.52999997138977
clip5,43.0,30.0,86,27.53099989891052
clip5,43.0,30.0,102,27.53099989891052
clip5,43.0,30.0,103,27.532000064849854
clip5,43.0,30.0,115,27.532000064849854
clip5,43.0,30.0,125,27.532000064849854
clip5,43.0,30.0,117,27.532999992370605
clip5,43.0,30.0,103,27.542999982833862
clip5,43.0,30.0,104,27.54399991035461
clip5,43.0,30.0,125,27.545000076293945
clip5,43.0,30.0,132,27.545000076293945
clip5,43.0,30.0,115,27.546000003814697
clip5,43.0,30.0,112,27.546000003814697
clip5,43.0,30.0,121,27.54699993133545
clip5,43.0,30.0,117,27.54699993133545
clip5,43.0,30.0,97,27.54800009727478
clip5,43.0,30.0,96,27.54800009727478
clip5,43.0,30.0,118,27.5699999332428
clip5,43.0,30.0,138,27.57100009918213
clip5,43.0,30.0,145,27.57100009918213
clip5,43.0,30.0,133,27.57200002670288
clip5,43.0,30.0,116,27.57200002670288
clip5,43.0,30.0,118,27.572999954223636
clip5,43.0,30.0,138,27.572999954223636
clip5,43.0,30.0,145,27.572999954223636
clip5,43.0,30.0,145,27.573999881744385
clip5,43.0,30.0,138,27.57500004768372
clip5,43.0,30.0,130,27.582000017166138
clip5,43.0,30.0,103,27.58299994468689
clip5,43.0,30.0,98,27.58299994468689
clip5,43.0,30.0,120,27.58399987220764
clip5,43.0,30.0,132,27.585000038146973
clip5,43.0,30.0,105,27.585000038146973
